id,keyword,location,text,target,text_length
362,apocalypse,Cape Town | Leribe,remember said created god image think u creating often biblical apocalypse,0,74
363,apocalypse,,apocalypse deathknight worldofwarcraft,0,38
364,apocalypse,,greta thunberg please phjotos dont want fjamous want save small windmill town frjom climjate apo,0,96
365,armageddon,"Aberdeen, Scotland",armageddon wheelie bin,0,22
366,armageddon,#1 gerard way stan,arm armageddon part freezing,0,28
367,armageddon,Currently Devon England,disgusted word good reason separation church state pro,0,54
368,armageddon,Africa,new music dj joenel feat ajebo hustler dr barz amp dan dizzy armageddon,0,71
370,armageddon,United States,white saw trump riding golden horse alongside jesus armageddon dont claim expert jesus,0,86
371,armageddon,Alaska,pitch black mallacoota people fled australianfires seeking shelter beac,0,71
372,armageddon,"Tennessee, USA",kind insanity there separation church amp state word level craziness prof,0,73
373,armageddon,"Atlanta, GA",pitch black mallacoota people fled australianfires seeking shelter b,0,68
374,armageddon,,saw trump riding golden horse alongside jesus armageddon snorting looking attention shes,0,88
375,armageddon,"Mississippi, USA",cant true jesus usually ride harley armageddon picknicks,0,56
376,armageddon,,getter robo armageddon,0,22
377,armageddon,,white saw trump riding golden horse alongside jesus armageddon business standard news,0,85
378,armageddon,無断転載及び加工、自作発言、SNS使用等❌！保存一言ください,rt thanks,0,9
379,armageddon,Indonesia/Japan,grew ryouma love much also love armageddon ryouma new getter ryouma,0,67
380,armageddon,"Rockford, IL",ever thought making another spawn game like spawn armageddon back day,0,69
381,armageddon,"Enfield, London",glad going make domestic flight cheaper everyone increasing amount co air,0,73
382,armageddon,,say well see armageddon soon certainly hope sure could use vacation stupid shit,0,79
383,armageddon,Nigeria,music dj joenel armageddon ft ajebo hustler dr barz amp dan dizzy,0,65
384,armageddon,MidWest US,chose one bush cheneys puppet trump pences putin pompeos,0,56
385,armageddon,EU,white saw trump riding golden horse alongside jesus armageddon,0,62
386,armageddon,grantabridge,hold wealth power privilege due defective money system humani,0,61
388,armageddon,"Florida, USA",reason jesus would riding along side trump would show gate hell w,0,65
389,armageddon,"Las Vegas, NV",sound strikingly similar worm armageddon cd,0,43
390,armageddon,"Michigan, USA",chick clearly need glass saw golden horse as walking jesus armageddon,0,69
391,army,"Mumbai, India",story caught eye davinder singh saga get curiouser curiouser deep state much answ,0,81
392,army,,army challenge name bts song top head separately dont forget reply using boywithl,0,81
393,army,,army privilege able call album sold copy flop think thats beautiful,0,67
394,army,"Genève, Suisse",batch donation army second batch donation already given philippine red cross ha,0,79
395,army,India,today pak army soldier b thanking indian armyif indian army carry deadly strike neelum valle,1,92
396,army,Bighit Entertainment,cant even imagine chaos army twitter bts member announced suddenly he getting married,0,85
397,army,Australia,army im tired also army waiting pm kst get something later sure btsarmy b,0,73
398,army,,army challenge retweets reply vote btsarmy bestfanarmy iheartaward,0,66
399,army,ot⁷ | +63,weverse official bts suga army zip bts cinema interview amp gallery perfect man actor suga http,0,95
400,army,,weverse official special gift army bts jimin,0,44
401,army,"Kerala, India",jama masjid pak judge rebuke cop bhim army case ndtvnewsbeeps bhimarmy,1,70
402,army,Delawhere,people army kill people everyday get sent home jail time,0,56
403,army,gguk's pocket ♡,get army card premium,0,21
404,army,,reply minute army youre boywithluv bestmusicvideo iheartawards,0,62
405,army,,max talk fan amp jungkook singing song mention army sending flower http,0,71
406,army,United States,weverse official bts v army zip bts cinema movie poster neonoir filled unexpected plot twist shocki,0,99
407,army,日本 愛知,iheartradio music award rt best fan army btsarmy bestfanarmy iheartawards,0,73
408,army,Sa SINGIT ng BANGTAN 💜🇵🇭,taehyung army zip photo drop later tangenaaaaa ughhhh,0,53
409,army,TEL AVIV ISRAEL,forced develop locally made missile fired apache helicopter obama halted sale israel israel,1,91
410,army,"exo planet , bts world",remember army used google translate ask excited go korea messed said horn,0,73
411,army,Australia,jhopes chicken noodle soup feat becky g mv passed million view iheartsawards bestfanarmy,0,88
412,army,,army zip drop connect bts run damn,0,34
413,army,,new brother suga,0,16
414,army,,yall remember army room full bts universe theory,0,48
415,army,,want remind still think army made saying jungkook meet,0,54
416,army,,v weverse army everyone please help philippine army v heart ache nowadays hope nobody,0,85
417,army,보라해,im one wrote post weverse im glad many army able see awareness wh,0,65
418,army,New York City & a Vegetarian,army id two paratrooper killed roadside bomb afghanistan,1,56
419,army,,shazam important youre ph army feel free dm u question teamw,0,60
420,army,"Sarni, India",avalanche hit army amp bsf post jawan rescued jawan still missing bad weather hamper rescue operation http,1,106
421,army,방탄소년단,weverse official special gift army bts suga,0,43
422,army,20 • s/h • ao3: thspeach 🔞,taehyungs army zip photo one hour dunno ill survive,0,51
423,army,"San Antonio, TX",video groom philippine danced medley song friend wedding new br,0,63
424,army,,remember yoongi replied army english read tiny english voice im devastate,0,73
425,army,,army year bighit acquire,0,24
426,army,,army detective found bighit created website connectbts yet confimed link web,0,76
427,army,,indonesia army huge please vote boywithluv bestmusicvideo iheartawards,0,70
428,army,,groom philippine decided give wife who armykpop fan medly bts song honestly,0,75
429,army,,preorder untuk map soul oleh army china telah mencapai copy gileee gileee bestfanarmy btsarmy,0,93
430,army,vmin's world,taehyungs army zip photo come today absolutely shitting,0,55
431,army,"England, United Kingdom",nw still funniest sht ever,0,26
432,army,NO LISTS!,wasnt abbotts green army vision,0,31
433,army,,weverse official special gift army bts v,0,40
434,army,"lagos, nigeria",tell u also give military name,0,30
435,army,In Thala Ajith's Heart💚,one man army thala ajith yearsofdheena,0,38
436,army,Beautiful downtown Burbank,two gender emasculated literally army,0,37
437,army,,medium cosmopolitan philippine wrote article taehyung sending prayer affected,0,77
438,army,,ive decided tonight ill love forever ill army forever,0,53
439,army,,latest update preorders map soul china army reached copy via baidu tieba,0,72
440,army,,vicious nasty vindictive abusive digital army launched twitter attack satyanadella yet mi,0,89
441,army,,baby army experience outcast bc honestly one best time army twitter every single day,0,84
442,army,PH ARMY💜,finding ph army finding ph army finding ph army finding ph army finding ph army finding ph army,0,95
443,army,,weverse official bts jimin army zip bts cinema interview amp gallery young forever mono actor,0,93
444,army,Kingdom of Saudi Arabia,brutal provocative statement dgispr already butchered butchered forc,1,68
445,army,SEOUL,congratulation jhope view cns let stream much hobis bir,0,55
446,army,,matter bts amp army rm mentioned abt,0,36
447,army,"अंबाला कैंटोनमेंट क्षेत्र, Amb",whenever surgical strike happen believe army stand even pm statement keep asking e,1,82
448,army,방탄소년단의 마음 ...💜,army everyone help philippine army please prayforthephilippines v heart hurt lot plea,0,85
449,army,"Houston, TX",latest bloodshot trailer vin diesel rebelling army super soldier via,0,68
450,army,,connect army iheartawards btsarmy bestfanarmy,0,45
451,arson,,bernie warren two progressive presidential candidate generation remind,0,70
452,arson,"Belfast, Northern Ireland",firefighter let jail despite serious sex offense arrested starting fire australia,1,81
453,arson,Stockholm,australia since one image say arson as total denier bollock australianbushfiredisaster,0,86
454,arson,"Retford, England",funny australian authority investigated nearly people arson already charged,1,75
455,arson,,interesting posted caustic tweet failing morrison government pauline hanson newspoll came,0,89
456,arson,"California, USA",please least try research first speak lighting human started aussie fire,0,72
457,arson,"Victoria, Australia",believe credible current information arsonist,1,45
458,arson,USA,climate change arson jihad look whats behind australian wildfire,1,64
459,arson,Bangalore,yr old imagine jnu student burning u flag yale student xtian amp muslm name ch,1,78
460,arson,"Helsinki, Finland",per cent land burnt nsw bushfire season officially attribu,1,58
461,arson,Mind your own bloody business,arson bastardry coordinated global green scheme convince world co causing global warming,0,88
462,arson,Odisha/Bangalore,dont know hon judge get carried away stuck law one den,0,54
463,arson,Great Lakes,arson failure enact controlled burning easy,0,43
464,arson,Washington State,viral false claim nearly arsonist behind australia fire explained hannity,1,73
465,arson,,plain hard fact australia always fire tony heller,0,49
466,arson,Milkyway Galaxy,people arrested arson,1,21
467,arson,,ive number message saying medium ignoring arson major cause australia bushfire crisis,0,85
468,arson,,newscorp digging deeper adverse publicity coverage bushfires insistence concentrating arson backbur,0,99
469,arson,"Victoria, Australia",inquiry show alarming increase numb,0,35
470,arson,"Melbourne, Victoria",climate change cause arson perhaps arson cause climatechange whatever sol,0,73
471,arson,united states,two recent study say bushfires australia every year,0,51
472,arson,Turrbul/Jagera,still waiting scientific data supporting arson rate increase,0,60
473,arson,united states,ilhans world arson climate change,0,33
474,arson,GO #ScoMo! GO #Boris Johnson!,bushfires victoria fatality labor govt amp kevin rudd caused arson power line lightning nobody,1,94
475,arson,Port Alfred,boat fire pa small boat harbour arson suspected via,1,51
476,arson,"Perth, Western Australia",inquiry show alarming increase n,1,32
477,arson,"Bengaluru, Karnataka",police figure show far fewer people australia charged bushfire arson,1,68
478,arson,Indonesia,map k tweet k account au bushfires arson narrative arsonist climate change re,0,77
