keyword,location,text,target,text_length,word_count,char_count,avg_word_length,punctuation_count,uppercase_word_count,hashtag_count,url_count
derailment,UK,freight train experienced low speed derailment hitchin area causing,1,67,9,67,7.444444444444445,0,0,0,0
forest%20fire,near the forest,resprouter eucalypt forest burned highseverity fire near macalister river eastern victo,1,87,11,87,7.909090909090909,0,0,0,0
war%20zone,Berkeley,worst aspect policy sacrifice ten thousand syrian assads genocide fear,1,70,10,70,7.0,0,0,0,0
police,"کراچی, London",reported suicide police official pakistan ahmed officer lahore committed,1,72,9,72,8.0,0,0,0,0
rescuers,United States,new south wale australia trying safeguard wildlife bushfire survivor via aerial foodwater drop estimate,1,103,14,103,7.357142857142857,0,0,0,0
drown,"Manchester, England",eight migrant child drown turkey,1,32,5,32,6.4,0,0,0,0
smoke,"Hobart, Australia",past week nasa satellite observed extraordinary amount smoke injected atmosphere,1,80,10,80,8.0,0,0,0,0
sinkhole,#ImpeachTrump,china sinkhole six people killed xining street chasm swallow bus sound huge water pipe broke,1,92,15,92,6.133333333333334,0,0,0,0
destroyed,"Houston, TX",shot killed front wife sister child crime car broke waiting help,1,64,11,64,5.818181818181818,0,0,0,0
bush%20fires,Unknown,two men arrested suspicion terrorism australia starting bushfires laugh nearly half billion animal,1,98,13,98,7.538461538461538,0,0,0,0
traumatised,"Grand Casablanca, Morocco",recent needed get chest hit still traumati,1,42,7,42,6.0,0,0,0,0
outbreak,Unknown,mystery china pneumonia outbreak likely caused new human coronavirus via,1,72,10,72,7.2,0,0,0,0
windstorm,"Penzance, Cornwall ",windstorm level tuesday associated smallscale developing low pressure feature cross,1,83,10,83,8.3,0,0,0,0
outbreak,Malaysia,since influenza outbreak anyone suspected influenza hope guy stay home,1,70,10,70,7.0,0,0,0,0
displaced,Global,january mark anniversary haitiearthquake claimed life left nearly million,1,73,9,73,8.11111111111111,0,0,0,0
devastation,Unknown,know taal pinatubo pero apo please never eveeeer wake mightiest volcano,1,71,11,71,6.454545454545454,0,0,0,0
wounded,Unknown,iraqi center war crime documentation martyr wounded detainee demonstration inc,1,78,10,78,7.8,0,0,0,0
rioting,"Addis Ababa, Ethiopia",violence targeting university student become reocurring phenomenon rioting murder amp selective attack,1,102,12,102,8.5,0,0,0,0
traumatised,"Kendal, Cumbria",toddler left scarred life traumatised bitten german shepherd face,1,65,9,65,7.222222222222222,0,0,0,0
thunderstorm,Unknown,dev severe thunderstorm warning cst ohio logan butler,1,53,8,53,6.625,0,0,0,0
snowstorm,Unknown,snowstorm slam kitsap county knocking power thousand,1,52,7,52,7.428571428571429,0,0,0,0
outbreak,Unknown,neverbeforeseen virus may behind mystery outbreak china,1,55,7,55,7.857142857142857,0,0,0,0
typhoon,Cam Sur x Laguna x Taguig,remember naga city hit typhoon nina asked even lgus already,1,59,10,59,5.9,0,0,0,0
lava,Egypt,taal volcano philippine sent eruption plume kilometer crater philippine institute,1,81,10,81,8.1,0,0,0,0
wounded,Somewhere in California,group chinese medicine practitioner treat wounded protester said one founder gone missing,1,89,12,89,7.416666666666667,0,0,0,0
stretcher,Fl via MI and NY,also skater went hard possible neck injury instead stretcher put,1,64,10,64,6.4,0,0,0,0
collision,Manor park,peterstefanovi suptandycox year since last fatal collision london time,1,70,9,70,7.777777777777778,0,0,0,0
demolished,Unknown,myreport maradus holy faith alfa serene apartment demolished january stayed,1,75,10,75,7.5,0,0,0,0
police,"New Delhi, India",attack police line shopian davinder singh posted year got gallantry award,1,73,11,73,6.636363636363637,0,0,0,0
suicide%20bomber,Unknown,suicide bomber struck cia base northern afghanistan dec deadliest single day agency,1,83,12,83,6.916666666666667,0,0,0,0
windstorm,Unknown,kincadefire rage huge historic windstorm approach report,1,56,7,56,8.0,0,0,0,0
rubble,Parramatta,rubble since got going,1,22,4,22,5.5,0,0,0,0
rubble,"Minot, ND",troop clear rubble iraq base day iran strike,1,44,8,44,5.5,0,0,0,0
lava,Egypt,taal volcano philippine sent eruption plume kilometer crater philippine institute,1,81,10,81,8.1,0,0,0,0
thunderstorm,"Atlanta, GA",weather alert severe thunderstorm warning continues locust grove jackson flovilla est,1,85,11,85,7.7272727272727275,0,0,0,0
thunderstorm,"Columbus, MS",alertgt strong thunderstorm near glen allan mile avon moving mph dime size hail possible,1,88,14,88,6.285714285714286,0,0,0,0
flooding,Little corner of Glos...,heavy rain strong wind moving across patch afternoon evening another rai,1,72,11,72,6.545454545454546,0,0,0,0
injury,"Los Angeles, Ca",olive friendly tentative maybe leg injury pain people seem know noth,1,68,11,68,6.181818181818182,0,0,0,0
drought,Unknown,next abcthe desperate measure community taking ensure enough water survive,1,74,10,74,7.4,0,0,0,0
arson,England,chichester man convicted arson assault,1,38,5,38,7.6,0,0,0,0
ablaze,Unknown,telangana section imposed bhainsa january clash erupted two group january,1,73,10,73,7.3,0,0,0,0
derailment,"Eau Claire, Wisconsin",new diesel fuel spilled dunn county train derailment wqow,1,57,9,57,6.333333333333333,0,0,0,0
body%20bag,Minas Tirith,suspected body part discovered plastic bag dublin,1,49,7,49,7.0,0,0,0,0
threat,Unknown,osama bin laden pose imminent threat interest time killing,1,58,9,58,6.444444444444445,0,0,0,0
evacuation,Tatala Binangonan Rizal,ncrpo ready deploy personnel assist evacuation relief effort calabarzon affected,1,80,10,80,8.0,0,0,0,0
volcano,Unknown,phivolcs taaleruption taal volcano still spewing ash ash blown towards southwest metro man,1,90,13,90,6.923076923076923,0,0,0,0
outbreak,Unknown,mystery china pneumonia outbreak likely caused new human coronavirus via,1,72,10,72,7.2,0,0,0,0
cliff%20fall,Canada 🇨🇦,british model madalyn davis sydney cliff fall,1,45,7,45,6.428571428571429,0,0,0,0
seismic,"Esenyurt, İstanbul",taal volcano news live hundred thousand urged flee possible eruption ampaposintense seismic activityampa,1,104,13,104,8.0,0,0,0,0
thunderstorm,Unknown,severe thunderstorm woke panic attack due sound thunder good time right,1,71,11,71,6.454545454545454,0,0,0,0
lightning,Unknown,taal volcano philippine erupted sending lightning streaking smoke amp ash mondaymotivation weat,1,95,12,95,7.916666666666667,0,0,0,0
injured,Ohio River Valley,iran protest killed injured arrested reaction resolutionsurgent session commission,1,82,9,82,9.11111111111111,0,0,0,0
trouble,Unknown,get latest report covering technical analysis sodinokibi ransomware caused trouble throug,1,89,11,89,8.090909090909092,0,0,0,0
dust%20storm,Pop Century Bus Stop,fair petty worried murdered plus dust storm,1,43,7,43,6.142857142857143,0,0,0,0
traumatised,"Kendal, Cumbria",toddler left scarred life traumatised bitten german shepherd face,1,65,9,65,7.222222222222222,0,0,0,0
violent%20storm,"Boston, MA",status red gale warning gale force storm force southerly wind develop overnight monday morning,1,94,14,94,6.714285714285714,0,0,0,0
sinkhole,"München, Bayern",sinkhole china swallow bus killing newpaper,1,43,6,43,7.166666666666667,0,0,0,0
bombing,Unknown,yemen articlevideo april backed saudi coalition bombing starving civilian yemen force,1,85,11,85,7.7272727272727275,0,0,0,0
evacuate,Australia,lake volcano already spewing thick layer ash onto manila could violently erupt within hour day,1,94,15,94,6.266666666666667,0,0,0,0
sinkhole,"Blue Island, IL, USA",enormous exploding sinkhole china swallow bus killing cnn,1,57,8,57,7.125,0,0,0,0
body%20bag,"Moreton, now Bradford. ",human body part found stuffed bag police probe suspicious death suspicious say,1,78,12,78,6.5,0,0,0,0
nuclear%20disaster,Unknown,return fukushima inside ground zero nearly nine year nuclear disaster nbc nightly news,1,86,13,86,6.615384615384615,0,0,0,0
attack,"Mumbai, India",police attack woman student via,1,31,5,31,6.2,0,0,0,0
collided,Unknown,early hour aug john mccain took unexpected left turn amp collided tanker sailo,1,78,13,78,6.0,0,0,0,0
electrocuted,at-large in India,lawyer arrested duty providing legal aid clearly government respect lawconstitut,1,80,10,80,8.0,0,0,0,0
burned,Unknown,fun school boy running nation australian die half,1,49,8,49,6.125,0,0,0,0
buildings%20on%20fire,"Lima, OH",one injured fire floor apartment building elizabeth lima,1,56,8,56,7.0,0,0,0,0
wounded,"Boston, MA",lost leg wounded iraq sued iran richard oppel nicholas bogelburroughs via nyt,1,77,12,77,6.416666666666667,0,0,0,0
famine,Unknown,wwi although iran pick side million iranian half population country killed,1,74,11,74,6.7272727272727275,0,0,0,0
thunderstorm,Unknown,dev severe thunderstorm warning cst lincoln copiah franklin jefferson,1,69,9,69,7.666666666666667,0,0,0,0
bloody,Guildford,need crutch would seriously wrap round someone bloody head,1,58,9,58,6.444444444444445,0,0,0,0
hail,Huntsville  Alabama,heavy rain storm move shoal morning lightning small hail possible,1,65,10,65,6.5,0,0,0,0
suicide%20bomber,"Colorado, USA",mexican border city high alert suicide bomber threat confirms breitbart report via,1,82,12,82,6.833333333333333,0,0,0,0
earthquake,"Brighton & Hove, UK",quake causing weak shaking near culverden,1,41,6,41,6.833333333333333,0,0,0,0
avalanche,"Bangalore, India",bsf soldier killed avalanche kashmir naugam sector personnel rescued,1,68,9,68,7.555555555555555,0,0,0,0
derailment,Unknown,gnupdates informed freight train low speed derailment within depotsidings hitchi,1,80,10,80,8.0,0,0,0,0
nuclear%20reactor,Unknown,arcanine discovered hiding next ominous nuclear reactor,1,55,7,55,7.857142857142857,0,0,0,0
lightning,Unknown,look inside tree struck lightning,1,33,5,33,6.6,0,0,0,0
blew%20up,"Sydney, Australia",murdering scum ira blew innocent men woman amp child got scot free bliars lyi,1,77,14,77,5.5,0,0,0,0
rescue,Republic of the Philippines,update rescuer already brgy mahabang dahilig dog rescue meron sila tatlong van please,1,85,13,85,6.538461538461538,0,0,0,0
crash,"Surrey, UK",live driver face four mile queue crash near slough driving news,1,63,11,63,5.7272727272727275,0,0,0,0
rescuers,Netherlands,part ukrainian rescuer returning iran major part stay iran nsdc secretary,1,73,11,73,6.636363636363637,0,0,0,0
whirlwind,Lucky Landing,whirlwind,1,9,1,9,9.0,0,0,0,0
detonate,England Is My City,morocco allegedly offered gwb monkey help detonate landmines iraq war might work well,1,85,13,85,6.538461538461538,0,0,0,0
electrocuted,Unknown,police electrocuted arrested giving legal aid anticaa protestors kota lawyer,1,76,10,76,7.6,0,0,0,0
flooding,Oxfordshire,state anxiety shock amp grief climatechange degree world look like,1,66,10,66,6.6,0,0,0,0
collided,"Pretoria, South Africa",sapskzn yesterday dbn sap sar along various role player responded accident east bound,1,85,13,85,6.538461538461538,0,0,0,0
rescued,Unknown,two young girl aged old kidnapped min ago rani kothi lane gautam,1,64,12,64,5.333333333333333,0,0,0,0
suicide%20bomber,"Colorado, USA",mexican border city high alert suicide bomber threat confirms breitbart report via,1,82,12,82,6.833333333333333,0,0,0,0
avalanche,"Chennai, India",five soldier trapped avalanche effort trace one missing soldier machil,1,70,10,70,7.0,0,0,0,0
massacre,Somewhere in the Good old USA!,mohammad survived sarin attack ghouta killed people massacre expected obama reta,1,80,11,80,7.2727272727272725,0,0,0,0
explode,Unknown,philippine taal volcano erupted alert level meaning going explode within hou,1,76,11,76,6.909090909090909,0,0,0,0
violent%20storm,"Miami, FL",squally shower stormbrendan could bring strong convective gust affecting portion ireland,1,88,11,88,8.0,0,0,0,0
windstorm,Unknown,feb scottish windstorm record lowlevel wind speed british isle date,1,67,10,67,6.7,0,0,0,0
crashed,United Kingdom,crashed car,1,11,2,11,5.5,0,0,0,0
first%20responders,"Coquitlam, British Columbia",first responder onscene possible overdose call inside tim hortons lougheed mall one patient transported,1,103,14,103,7.357142857142857,0,0,0,0
thunderstorm,Wherevaaa,thunderstorm woke sleep thought whole planet literally cracked half,1,67,9,67,7.444444444444445,0,0,0,0
debris,bangalore,taal volcano located manila philippine addition eruption socalled volcanic tsunami,1,82,10,82,8.2,0,0,0,0
casualties,Unknown,fire break bharat petroleum plant mumbai casualty,1,49,7,49,7.0,0,0,0,0
explosion,Dubai,watch enormous sinkhole swallowed bus pedestrian northwest china sparking explosion killing six,1,95,12,95,7.916666666666667,0,0,0,0
derailment,United States,train car scattered derailment area mississauga disaster railroad raildisaster derailment,1,89,10,89,8.9,0,0,0,0
wild%20fires,Unknown,turn australia blazing climate change blazing vast amount arsonist started,1,74,10,74,7.4,0,0,0,0
crash,woomeLang,breaking people arrested ukrainian aircraft crash iran medium report,1,68,9,68,7.555555555555555,0,0,0,0
avalanche,"Indore, India",terrible news coming jampks machil sector lost soldier one soldier still missing,1,80,12,80,6.666666666666667,0,0,0,0
sinkhole,Chicago,sinkhole swallow bus passenger killing least yale fishman,1,57,8,57,7.125,0,0,0,0
razed,"Abuja, Nigeria",fire outbreak razed shop ravaging furniture worth million kugbo furniture market abuja,1,86,12,86,7.166666666666667,0,0,0,0
thunderstorm,"Atlanta, GA",weather alert severe thunderstorm warning continues franklin fairview forest hill cst,1,85,11,85,7.7272727272727275,0,0,0,0
buildings%20on%20fire,"Mount Pleasant, SC",afternoon fire alarm sounded building facility manager found fair linen frontal,1,79,11,79,7.181818181818182,0,0,0,0
weapons,Unknown,british politician quick call israel ally yet britain war argentina israel busy selli,1,85,13,85,6.538461538461538,0,0,0,0
avalanche,"Bangalore, India",bsf soldier killed avalanche kashmir naugam sector personnel rescued,1,68,9,68,7.555555555555555,0,0,0,0
casualty,Mumbai India,fire mahul fire bpcl mahul casualty reported far going ensure security resident,1,79,12,79,6.583333333333333,0,0,0,0
derailment,"London, England",stuck baldock minute due derailment hitchin driver doe,1,54,8,54,6.75,0,0,0,0
hazardous,Cambridge,melbourne choked hazardous smoke bushfires continue burn across victoria,1,72,9,72,8.0,0,0,0,0
threat,Hong Kong,ccp threat national security need dealt boycottchina,1,52,7,52,7.428571428571429,0,0,0,0
eyewitness,"Connecticut, USA",breaking news four people found dead florida could possible tie connecticut latest tha,1,86,13,86,6.615384615384615,0,0,0,0
ablaze,Unknown,telangana section imposed bhainsa january clash erupted two group january,1,73,10,73,7.3,0,0,0,0
fatalities,"Copenhagen, Denmark",pakistan fatality continue rise amid severe winter weather balochistan province update,1,86,11,86,7.818181818181818,0,0,0,0
